Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,Total
t53,-0.0,-0.0,-0.0,0.0
t54,-0.0,-0.0,-0.0,0.0
t55,-0.0,-0.0,-0.0,0.0
t56,-0.0,-0.0,-0.0,0.0
t57,-0.0,-0.0,-0.0,0.0
t58,-0.0,-0.0,-0.0,0.0
t59,-0.0,-0.0,-0.0,0.0
t60,-0.0,-0.0,-0.0,0.0
t61,-0.0,-0.0,-0.0,0.0
t62,-0.0,-0.0,-0.0,0.0
t63,-0.0,-0.0,-0.0,0.0
t64,-0.0,-0.0,-0.0,0.0
t65,-0.0,-0.0,-0.0,0.0
t66,-0.0,-0.0,-0.0,0.0
t67,-0.0,-0.0,-0.0,0.0
t68,-0.0,-0.0,-0.0,0.0
t69,-0.0,-0.0,-0.0,0.0
t70,-0.0,-0.0,-0.0,0.0
t71,-0.0,-0.0,-0.0,0.0
t72,-0.0,-0.0,-0.0,0.0
t73,-0.0,-0.0,-0.0,0.0
t74,-0.0,-0.0,-0.0,0.0
t75,-0.0,-0.0,-0.0,0.0
t76,-0.0,-0.0,-0.0,0.0
t77,-0.0,-0.0,-0.0,0.0
t78,-0.0,-0.0,-0.0,0.0
t79,-0.0,-0.0,-0.0,0.0
t80,-0.0,-0.0,-0.0,0.0
t81,-0.0,-0.0,-0.0,0.0
t82,-0.0,-0.0,-0.0,0.0
t83,-0.0,-0.0,-0.0,0.0
t84,-0.0,-0.0,-0.0,0.0
t85,-0.0,-0.0,-0.0,0.0
t86,-0.0,-0.0,-0.0,0.0
t87,-0.0,-0.0,-0.0,0.0
t88,-0.0,-0.0,-0.0,0.0
t89,0.31544194062676206,-0.0,-0.0,0.31544194062676206
t90,1.1622394008442534,-0.0,-0.0,1.1622394008442534
t91,1.1622394008442534,-0.0,-0.0,1.1622394008442534
t92,1.1622394008442531,-0.0,-0.0,1.1622394008442531
t93,1.1622394008442531,-0.0,-0.0,1.1622394008442531
t94,1.1622394008442531,-0.0,-0.0,1.1622394008442531
t95,0.8467974602174912,-0.0,-0.0,0.8467974602174912
t96,-0.0,-0.0,-0.0,0.0
t97,-0.0,-0.0,-0.0,0.0
t98,-0.0,-0.0,-0.0,0.0
t99,-0.0,-0.0,-0.0,0.0
t100,-0.0,-0.0,-0.0,0.0
t101,-0.0,-0.0,-0.0,0.0
t102,-0.0,-0.0,-0.0,0.0
t103,0.494353758276604,-0.0,-0.0,0.494353758276604
t104,0.8788511258250737,-0.0,-0.0,0.8788511258250737
t105,0.8788511258250737,-0.0,-0.0,0.8788511258250737
t106,0.8788511258250737,-0.0,-0.0,0.8788511258250737
t107,0.8788511258250737,-0.0,-0.0,0.8788511258250737
t108,0.8788511258250737,-0.0,-0.0,0.8788511258250737
t109,0.8788511258250737,-0.0,-0.0,0.8788511258250737
t110,0.8788511258250737,-0.0,-0.0,0.8788511258250737
t111,0.8788511258250737,-0.0,-0.0,0.8788511258250737
t112,0.8788511258251812,-0.0,-0.0,0.8788511258251812
t113,0.956206968752889,-0.0,-0.0,0.956206968752889
t114,1.2430690593787557,-0.0,-0.0,1.2430690593787557
t115,1.2430690593787557,-0.0,-0.0,1.2430690593787557
t116,0.6971375503730671,-0.0,-0.0,0.6971375503730671
t117,0.3642179335536826,-0.0,-0.0,0.3642179335536826
t118,0.3642179335536826,-0.0,-0.0,0.3642179335536826
t119,0.2868620906258666,-0.0,-0.0,0.2868620906258666
t120,-0.0,-0.0,-0.0,0.0
t121,-0.0,-0.0,0.0,0.0
t122,-0.0,-0.0,-0.0,0.0
t123,-0.0,-0.0,-0.0,0.0
t124,-0.0,-0.0,-0.0,0.0
t125,-0.0,-0.0,-0.0,0.0
t126,-0.0,-0.0,-0.0,0.0
t127,-0.0,-0.0,-0.0,0.0
t128,-0.0,-0.0,-0.0,0.0
t129,0.0,-0.0,-0.0,0.0
t130,-0.0,-0.0,-0.0,0.0
t131,-0.0,-0.0,-0.0,0.0
t132,-0.0,-0.0,-0.0,0.0
t133,-0.0,-0.0,-0.0,0.0
t134,-0.0,-0.0,-0.0,0.0
t135,-0.0,-0.0,-0.0,0.0
t136,-0.0,-0.0,-0.0,0.0
t137,-0.0,-0.0,-0.0,0.0
t138,-0.0,-0.0,-0.0,0.0
t139,-0.0,-0.0,-0.0,0.0
t140,-0.0,-0.0,-0.0,0.0
t141,-0.0,-0.0,-0.0,0.0
t142,-0.0,-0.0,-0.0,0.0
t143,-0.0,-0.0,-0.0,0.0
t144,-0.0,-0.0,-0.0,0.0
t145,-0.0,-0.0,-0.0,0.0
t146,-0.0,-0.0,-0.0,0.0
t147,-0.0,-0.0,-0.0,0.0
t148,-0.0,-0.0,-0.0,0.0
t149,-0.0,-0.0,-0.0,0.0
t150,-0.0,-0.0,-0.0,0.0
t151,-0.0,-0.0,-0.0,0.0
t152,-0.0,-0.0,-0.0,0.0
t153,-0.0,-0.0,-0.0,0.0
t154,-0.0,-0.0,-0.0,0.0
t155,-0.0,-0.0,-0.0,0.0
t156,-0.0,-0.0,-0.0,0.0
t157,-0.0,-0.0,-0.0,0.0
t158,-0.0,-0.0,-0.0,0.0
t159,-0.0,-0.0,-0.0,0.0
t160,-0.0,-0.0,-0.0,0.0
t161,-0.0,-0.0,-0.0,0.0
t162,-0.0,-0.0,-0.0,0.0
t163,-0.0,-0.0,-0.0,0.0
t164,-0.0,-0.0,-0.0,0.0
t165,-0.0,-0.0,-0.0,0.0
t166,-0.0,-0.0,-0.0,0.0
t167,-0.0,-0.0,-0.0,0.0
t168,-0.0,-0.0,-0.0,0.0
t169,-0.0,-0.0,-0.0,0.0
t170,-0.0,-0.0,-0.0,0.0
t171,-0.0,-0.0,-0.0,0.0
t172,-0.0,-0.0,-0.0,0.0
t173,-0.0,-0.0,-0.0,0.0
t174,-0.0,-0.0,-0.0,0.0
t175,-0.0,-0.0,-0.0,0.0
t176,-0.0,-0.0,-0.0,0.0
t177,-0.0,-0.0,-0.0,0.0
t178,-0.0,-0.0,-0.0,0.0
t179,-0.0,-0.0,-0.0,0.0
t180,-0.0,-0.0,-0.0,0.0
t181,-0.0,-0.0,-0.0,0.0
t182,-0.0,-0.0,-0.0,0.0
t183,-0.0,-0.0,-0.0,0.0
t184,-0.0,-0.0,-0.0,0.0
t185,-0.0,-0.0,-0.0,0.0
t186,1.2608726047675758,-0.0,-0.0,1.2608726047675758
t187,1.6391343861978485,-0.0,-0.0,1.6391343861978485
t188,1.6391343861978485,-0.0,-0.0,1.6391343861978485
t189,1.6391343861978485,-0.0,-0.0,1.6391343861978485
t190,1.6391343861978485,-0.0,-0.0,1.6391343861978485
t191,1.6391343861978485,-0.0,-0.0,1.6391343861978485
t192,0.37826178143027267,-0.0,-0.0,0.37826178143027267
t193,-0.0,-0.0,-0.0,0.0
t194,-0.0,-0.0,-0.0,0.0
t195,-0.0,-0.0,-0.0,0.0
t196,-0.0,-0.0,-0.0,0.0
t197,-0.0,-0.0,-0.0,0.0
t198,-0.0,-0.0,-0.0,0.0
t199,-0.0,-0.0,-0.0,0.0
t200,-0.0,-0.0,-0.0,0.0
t201,-0.0,-0.0,-0.0,0.0
t202,-0.0,-0.0,-0.0,0.0
t203,-0.0,-0.0,-0.0,0.0
t204,-0.0,-0.0,-0.0,0.0
t205,-0.0,-0.0,-0.0,0.0
t206,-0.0,-0.0,-0.0,0.0
t207,-0.0,-0.0,-0.0,0.0
t208,-0.0,-0.0,-0.0,0.0
t209,-0.0,-0.0,-0.0,0.0
t210,1.2795256028909225,-0.0,-0.0,1.2795256028909225
t211,1.6633832837581992,-0.0,-0.0,1.6633832837581992
t212,1.6633832837581983,-0.0,-0.0,1.6633832837581983
t213,1.6633832837581983,-0.0,-0.0,1.6633832837581983
t214,1.6633832837581983,-0.0,-0.0,1.6633832837581983
t215,1.6633832837581983,-0.0,-0.0,1.6633832837581983
t216,0.3838576808672758,-0.0,-0.0,0.3838576808672758
t217,0.3838576808672758,-0.0,-0.0,0.3838576808672758
t218,0.3838576808672758,-0.0,-0.0,0.3838576808672758
t219,0.3838576808672758,-0.0,-0.0,0.3838576808672758
t220,0.3838576808672758,-0.0,-0.0,0.3838576808672758
t221,0.3838576808672758,-0.0,-0.0,0.3838576808672758
t222,0.3838576808672758,-0.0,-0.0,0.3838576808672758
t223,0.3838576808672758,-0.0,-0.0,0.3838576808672758
t224,0.5691228955280503,-0.0,-0.0,0.5691228955280503
t225,0.5479339959819961,-0.0,-0.0,0.5479339959819961
t226,0.5479339959819961,-0.0,-0.0,0.5479339959819961
t227,0.5479339959819961,-0.0,-0.0,0.5479339959819961
t228,0.5479339959819961,-0.0,-0.0,0.5479339959819961
t229,0.5479339959819961,-0.0,-0.0,0.5479339959819961
t230,0.5479339959819961,-0.0,-0.0,0.5479339959819961
t231,0.5479339959819961,-0.0,-0.0,0.5479339959819961
t232,0.5479339959819961,-0.0,-0.0,0.5479339959819961
t233,0.5479339959819961,-0.0,-0.0,0.5479339959819961
t234,0.5479339959819961,-0.0,-0.0,0.5479339959819961
t235,0.5479339959819961,-0.0,-0.0,0.5479339959819961
t236,0.42148768921692004,-0.0,-0.0,0.42148768921692004
t237,-0.0,-0.0,-0.0,0.0
t238,-0.0,-0.0,-0.0,0.0
t239,-0.0,-0.0,-0.0,0.0
t240,-0.0,-0.0,-0.0,0.0
t241,-0.0,-0.0,-0.0,0.0
t242,-0.0,-0.0,-0.0,0.0
t243,-0.0,-0.0,-0.0,0.0
t244,-0.0,-0.0,-0.0,0.0
t245,-0.0,-0.0,-0.0,0.0
t246,-0.0,-0.0,-0.0,0.0
t247,-0.0,-0.0,-0.0,0.0
t248,-0.0,-0.0,-0.0,0.0
t249,-0.0,-0.0,-0.0,0.0
t250,-0.0,-0.0,-0.0,0.0
t251,-0.0,-0.0,-0.0,0.0
t252,-0.0,-0.0,-0.0,0.0
t253,-0.0,-0.0,-0.0,0.0
t254,-0.0,0.984837159650106,-0.0,0.984837159650106
t255,-0.0,0.984837159650106,-0.0,0.984837159650106
t256,-0.0,0.984837159650106,-0.0,0.984837159650106
t257,0.00801289748270653,1.5302396028045535,-0.0,1.53825250028726
t258,0.01041676672751849,1.5302396028045535,-0.0,1.540656369532072
t259,0.010416766727518493,1.5302396028045535,-0.0,1.540656369532072
t260,0.010416766727518493,0.5454024431544475,-0.0,0.555819209881966
t261,0.010416766727518493,0.5454024431544475,-0.0,0.555819209881966
t262,0.010416766727518493,0.5454024431544475,-0.0,0.555819209881966
t263,0.002403869244811959,-0.0,-0.0,0.002403869244811959
t264,-0.0,-0.0,-0.0,0.0
t265,-0.0,-0.0,-0.0,0.0
t266,-0.0,-0.0,-0.0,0.0
t267,-0.0,-0.0,-0.0,0.0
t268,-0.0,-0.0,-0.0,0.0
t269,-0.0,-0.0,-0.0,0.0
t270,-0.0,-0.0,-0.0,0.0
t271,-0.0,-0.0,-0.0,0.0
t272,-0.0,-0.0,-0.0,0.0
t273,-0.0,-0.0,-0.0,0.0
t274,-0.0,-0.0,-0.0,0.0
t275,-0.0,-0.0,-0.0,0.0
t276,-0.0,-0.0,-0.0,0.0
t277,-0.0,-0.0,-0.0,0.0
t278,-0.0,-0.0,-0.0,0.0
t279,-0.0,-0.0,-0.0,0.0
t280,-0.0,-0.0,-0.0,0.0
t281,0.2165323959905115,-0.0,-0.0,0.2165323959905115
t282,0.2165323959905115,-0.0,-0.0,0.2165323959905115
t283,0.2165323959905115,-0.0,-0.0,0.2165323959905115
t284,0.2165323959905115,-0.0,-0.0,0.2165323959905115
t285,0.2165323959905115,-0.0,-0.0,0.2165323959905115
t286,0.2165323959905115,-0.0,-0.0,0.2165323959905115
t287,-0.0,-0.0,-0.0,0.0
t288,-0.0,-0.0,-0.0,0.0
t289,-0.0,-0.0,-0.0,0.0
t290,-0.0,-0.0,-0.0,0.0
t291,-0.0,-0.0,-0.0,0.0
t292,-0.0,-0.0,-0.0,0.0
t293,-0.0,-0.0,-0.0,0.0
t294,-0.0,-0.0,-0.0,0.0
t295,-0.0,-0.0,-0.0,0.0
t296,-0.0,-0.0,-0.0,0.0
t297,-0.0,-0.0,-0.0,0.0
t298,-0.0,-0.0,-0.0,0.0
t299,-0.0,-0.0,-0.0,0.0
t300,-0.0,-0.0,-0.0,0.0
t301,-0.0,-0.0,-0.0,0.0
t302,-0.0,-0.0,-0.0,0.0
t303,-0.0,-0.0,-0.0,0.0
t304,-0.0,-0.0,-0.0,0.0
t305,-0.0,-0.0,-0.0,0.0
t306,-0.0,-0.0,-0.0,0.0
t307,-0.0,-0.0,-0.0,0.0
t308,-0.0,-0.0,-0.0,0.0
t309,-0.0,-0.0,-0.0,0.0
t310,-0.0,-0.0,-0.0,0.0
t311,-0.0,-0.0,-0.0,0.0
t312,-0.0,-0.0,-0.0,0.0
t313,-0.0,-0.0,-0.0,0.0
t314,-0.0,-0.0,-0.0,0.0
t315,-0.0,-0.0,-0.0,0.0
t316,-0.0,-0.0,-0.0,0.0
t317,-0.0,-0.0,-0.0,0.0
t318,-0.0,-0.0,-0.0,0.0
t319,-0.0,-0.0,-0.0,0.0
t320,-0.0,-0.0,-0.0,0.0
t321,-0.0,-0.0,-0.0,0.0
t322,-0.0,-0.0,-0.0,0.0
t323,-0.0,-0.0,-0.0,0.0
t324,-0.0,-0.0,-0.0,0.0
t325,-0.0,-0.0,-0.0,0.0
t326,-0.0,-0.0,-0.0,0.0
t327,-0.0,-0.0,-0.0,0.0
t328,-0.0,-0.0,-0.0,0.0
t329,-0.0,-0.0,-0.0,0.0
t330,-0.0,-0.0,-0.0,0.0
t331,-0.0,-0.0,-0.0,0.0
t332,-0.0,-0.0,-0.0,0.0
t333,-0.0,-0.0,-0.0,0.0
t334,-0.0,-0.0,0.0,0.0
t335,-0.0,-0.0,-0.0,0.0
t336,-0.0,-0.0,-0.0,0.0
t337,-0.0,-0.0,-0.0,0.0
t338,-0.0,-0.0,0.0,0.0
t339,-0.0,-0.0,-0.0,0.0
t340,-0.0,-0.0,-0.0,0.0
t341,-0.0,-0.0,-0.0,0.0
t342,-0.0,-0.0,-0.0,0.0
t343,-0.0,-0.0,-0.0,0.0
t344,-0.0,-0.0,-0.0,0.0
t345,-0.0,-0.0,-0.0,0.0
t346,-0.0,-0.0,-0.0,0.0
t347,-0.0,-0.0,-0.0,0.0
t348,-0.0,-0.0,-0.0,0.0
t349,-0.0,-0.0,-0.0,0.0
t350,-0.0,-0.0,-0.0,0.0
t351,-0.0,-0.0,-0.0,0.0
t352,-0.0,-0.0,-0.0,0.0
t353,-0.0,-0.0,-0.0,0.0
t354,-0.0,-0.0,-0.0,0.0
t355,-0.0,-0.0,-0.0,0.0
t356,-0.0,-0.0,-0.0,0.0
t357,-0.0,-0.0,-0.0,0.0
t358,-0.0,-0.0,-0.0,0.0
t359,-0.0,-0.0,-0.0,0.0
t360,-0.0,-0.0,-0.0,0.0
t361,-0.0,-0.0,-0.0,0.0
t362,-0.0,-0.0,-0.0,0.0
t363,-0.0,-0.0,-0.0,0.0
t364,-0.0,-0.0,-0.0,0.0
t365,-0.0,-0.0,-0.0,0.0
t366,-0.0,-0.0,-0.0,0.0
t367,-0.0,-0.0,-0.0,0.0
t368,-0.0,0.0,-0.0,0.0
t369,-0.0,-0.0,-0.0,0.0
t370,-0.0,-0.0,-0.0,0.0
t371,-0.0,-0.0,-0.0,0.0
t372,-0.0,-0.0,-0.0,0.0
t373,-0.0,-0.0,-0.0,0.0
t374,-0.0,-0.0,-0.0,0.0
t375,-0.0,-0.0,-0.0,0.0
t376,-0.0,-0.0,-0.0,0.0
t377,-0.0,-0.0,-0.0,0.0
t378,-0.0,-0.0,-0.0,0.0
t379,-0.0,-0.0,-0.0,0.0
t380,-0.0,-0.0,-0.0,0.0
t381,-0.0,-0.0,-0.0,0.0
t382,-0.0,-0.0,-0.0,0.0
t383,-0.0,-0.0,-0.0,0.0
t384,-0.0,-0.0,-0.0,0.0
t385,-0.0,-0.0,-0.0,0.0
t386,-0.0,-0.0,-0.0,0.0
t387,-0.0,-0.0,-0.0,0.0
t388,-0.0,-0.0,-0.0,0.0
t389,-0.0,-0.0,-0.0,0.0
t390,-0.0,-0.0,-0.0,0.0
t391,-0.0,-0.0,-0.0,0.0
t392,-0.0,-0.0,-0.0,0.0
t393,-0.0,-0.0,-0.0,0.0
t394,-0.0,-0.0,-0.0,0.0
t395,-0.0,-0.0,-0.0,0.0
t396,-0.0,-0.0,-0.0,0.0
t397,-0.0,-0.0,-0.0,0.0
t398,-0.0,-0.0,-0.0,0.0
t399,-0.0,-0.0,-0.0,0.0
t400,-0.0,-0.0,0.0,0.0
t401,-0.0,-0.0,-0.0,0.0
t402,-0.0,-0.0,-0.0,0.0
t403,-0.0,-0.0,-0.0,0.0
t404,-0.0,-0.0,-0.0,0.0
t405,-0.0,-0.0,-0.0,0.0
t406,-0.0,-0.0,-0.0,0.0
t407,-0.0,-0.0,-0.0,0.0
t408,-0.0,-0.0,-0.0,0.0
t409,-0.0,-0.0,-0.0,0.0
t410,-0.0,-0.0,-0.0,0.0
t411,-0.0,-0.0,-0.0,0.0
t412,-0.0,-0.0,-0.0,0.0
t413,-0.0,-0.0,-0.0,0.0
t414,-0.0,-0.0,-0.0,0.0
t415,-0.0,-0.0,-0.0,0.0
t416,-0.0,-0.0,-0.0,0.0
t417,-0.0,-0.0,-0.0,0.0
t418,-0.0,-0.0,-0.0,0.0
t419,-0.0,-0.0,-0.0,0.0
t420,-0.0,-0.0,-0.0,0.0
t421,-0.0,-0.0,-0.0,0.0
t422,-0.0,-0.0,-0.0,0.0
t423,-0.0,-0.0,-0.0,0.0
t424,-0.0,-0.0,-0.0,0.0
t425,-0.0,-0.0,-0.0,0.0
t426,-0.0,-0.0,-0.0,0.0
t427,0.0,-0.0,-0.0,0.0
t428,-0.0,-0.0,-0.0,0.0
t429,-0.0,-0.0,-0.0,0.0
t430,-0.0,-0.0,-0.0,0.0
t431,-0.0,-0.0,-0.0,0.0
t432,-0.0,-0.0,-0.0,0.0
t433,-0.0,-0.0,-0.0,0.0
t434,-0.0,-0.0,-0.0,0.0
t435,-0.0,-0.0,-0.0,0.0
t436,-0.0,-0.0,-0.0,0.0
t437,-0.0,-0.0,-0.0,0.0
t438,-0.0,-0.0,-0.0,0.0
t439,-0.0,-0.0,-0.0,0.0
t440,-0.0,-0.0,-0.0,0.0
t441,-0.0,-0.0,-0.0,0.0
t442,0.0,-0.0,-0.0,0.0
t443,-0.0,-0.0,-0.0,0.0
t444,-0.0,-0.0,-0.0,0.0
t445,0.0,-0.0,-0.0,0.0
t446,-0.0,-0.0,-0.0,0.0
t447,-0.0,-0.0,-0.0,0.0
t448,-0.0,-0.0,-0.0,0.0
t449,-0.0,-0.0,-0.0,0.0
t450,-0.0,-0.0,-0.0,0.0
t451,-0.0,-0.0,-0.0,0.0
t452,-0.0,-0.0,-0.0,0.0
t453,-0.0,-0.0,-0.0,0.0
t454,-0.0,-0.0,-0.0,0.0
t455,-0.0,-0.0,-0.0,0.0
t456,-0.0,-0.0,-0.0,0.0
t457,-0.0,-0.0,-0.0,0.0
t458,-0.0,-0.0,-0.0,0.0
t459,-0.0,-0.0,-0.0,0.0
t460,-0.0,-0.0,-0.0,0.0
t461,-0.0,-0.0,-0.0,0.0
t462,-0.0,-0.0,-0.0,0.0
t463,-0.0,-0.0,-0.0,0.0
t464,-0.0,-0.0,-0.0,0.0
t465,-0.0,-0.0,-0.0,0.0
t466,0.0,-0.0,-0.0,0.0
t467,-0.0,-0.0,-0.0,0.0
t468,-0.0,0.0,-0.0,0.0
t469,-0.0,-0.0,-0.0,0.0
t470,-0.0,-0.0,-0.0,0.0
t471,-0.0,-0.0,-0.0,0.0
t472,-0.0,-0.0,-0.0,0.0
t473,-0.0,-0.0,-0.0,0.0
t474,-0.0,-0.0,-0.0,0.0
t475,-0.0,-0.0,-0.0,0.0
t476,-0.0,-0.0,-0.0,0.0
t477,-0.0,-0.0,-0.0,0.0
t478,-0.0,-0.0,-0.0,0.0
t479,-0.0,-0.0,-0.0,0.0
t480,-0.0,-0.0,-0.0,0.0
t481,-0.0,-0.0,-0.0,0.0
t482,-0.0,-0.0,-0.0,0.0
t483,-0.0,-0.0,-0.0,0.0
t484,-0.0,-0.0,-0.0,0.0
t485,-0.0,-0.0,-0.0,0.0
t486,-0.0,-0.0,-0.0,0.0
t487,-0.0,-0.0,-0.0,0.0
t488,-0.0,-0.0,-0.0,0.0
t489,-0.0,-0.0,-0.0,0.0
t490,-0.0,-0.0,-0.0,0.0
t491,-0.0,-0.0,-0.0,0.0
t492,-0.0,-0.0,-0.0,0.0
t493,-0.0,-0.0,-0.0,0.0
t494,-0.0,-0.0,-0.0,0.0
t495,-0.0,-0.0,-0.0,0.0
t496,-0.0,-0.0,-0.0,0.0
t497,-0.0,-0.0,-0.0,0.0
t498,-0.0,-0.0,-0.0,0.0
t499,-0.0,-0.0,-0.0,0.0
t500,-0.0,-0.0,-0.0,0.0
t501,-0.0,-0.0,-0.0,0.0
t502,-0.0,-0.0,-0.0,0.0
t503,-0.0,-0.0,-0.0,0.0
t504,-0.0,-0.0,-0.0,0.0
t505,-0.0,-0.0,-0.0,0.0
t506,-0.0,-0.0,-0.0,0.0
t507,-0.0,-0.0,-0.0,0.0
t508,-0.0,-0.0,-0.0,0.0
t509,-0.0,-0.0,-0.0,0.0
t510,-0.0,-0.0,-0.0,0.0
t511,-0.0,-0.0,0.0,0.0
t512,-0.0,-0.0,-0.0,0.0
t513,-0.0,-0.0,-0.0,0.0
t514,-0.0,-0.0,-0.0,0.0
t515,-0.0,-0.0,-0.0,0.0
t516,-0.0,-0.0,-0.0,0.0
t517,-0.0,-0.0,-0.0,0.0
t518,-0.0,-0.0,-0.0,0.0
t519,-0.0,-0.0,-0.0,0.0
t520,-0.0,-0.0,-0.0,0.0
t521,-0.0,-0.0,-0.0,0.0
t522,-0.0,-0.0,-0.0,0.0
t523,-0.0,-0.0,-0.0,0.0
t524,-0.0,-0.0,-0.0,0.0
t525,-0.0,-0.0,-0.0,0.0
t526,-0.0,-0.0,-0.0,0.0
t527,-0.0,-0.0,-0.0,0.0
t528,-0.0,-0.0,-0.0,0.0
t529,-0.0,-0.0,-0.0,0.0
t530,-0.0,-0.0,-0.0,0.0
t531,-0.0,-0.0,-0.0,0.0
t532,-0.0,-0.0,-0.0,0.0
t533,-0.0,-0.0,-0.0,0.0
t534,-0.0,-0.0,-0.0,0.0
t535,-0.0,-0.0,-0.0,0.0
t536,-0.0,-0.0,-0.0,0.0
t537,-0.0,-0.0,-0.0,0.0
t538,-0.0,-0.0,0.0,0.0
t539,-0.0,-0.0,-0.0,0.0
t540,-0.0,-0.0,-0.0,0.0
t541,-0.0,-0.0,-0.0,0.0
t542,-0.0,-0.0,-0.0,0.0
t543,-0.0,-0.0,-0.0,0.0
t544,-0.0,-0.0,0.0,0.0
t545,-0.0,-0.0,-0.0,0.0
t546,-0.0,-0.0,-0.0,0.0
t547,-0.0,-0.0,-0.0,0.0
t548,-0.0,-0.0,-0.0,0.0
t549,-0.0,-0.0,-0.0,0.0
t550,-0.0,-0.0,-0.0,0.0
t551,-0.0,-0.0,-0.0,0.0
t552,-0.0,-0.0,-0.0,0.0
t553,-0.0,-0.0,-0.0,0.0
t554,-0.0,-0.0,-0.0,0.0
t555,-0.0,-0.0,-0.0,0.0
t556,-0.0,-0.0,-0.0,0.0
t557,-0.0,-0.0,-0.0,0.0
t558,-0.0,-0.0,-0.0,0.0
t559,-0.0,-0.0,-0.0,0.0
t560,-0.0,-0.0,-0.0,0.0
t561,-0.0,-0.0,-0.0,0.0
t562,-0.0,-0.0,-0.0,0.0
t563,-0.0,-0.0,-0.0,0.0
t564,-0.0,0.0,-0.0,0.0
t565,-0.0,-0.0,-0.0,0.0
t566,-0.0,-0.0,-0.0,0.0
t567,-0.0,-0.0,-0.0,0.0
t568,-0.0,-0.0,-0.0,0.0
t569,-0.0,-0.0,-0.0,0.0
t570,-0.0,-0.0,-0.0,0.0
t571,-0.0,-0.0,-0.0,0.0
t572,-0.0,-0.0,-0.0,0.0
t573,-0.0,-0.0,-0.0,0.0
t574,-0.0,-0.0,-0.0,0.0
t575,-0.0,-0.0,-0.0,0.0
t576,-0.0,-0.0,-0.0,0.0
t577,-0.0,-0.0,-0.0,0.0
t578,-0.0,-0.0,-0.0,0.0
t579,-0.0,-0.0,-0.0,0.0
t580,-0.0,-0.0,-0.0,0.0
t581,-0.0,-0.0,-0.0,0.0
t582,-0.0,-0.0,-0.0,0.0
t583,-0.0,-0.0,-0.0,0.0
t584,-0.0,-0.0,-0.0,0.0
t585,-0.0,-0.0,-0.0,0.0
t586,-0.0,-0.0,-0.0,0.0
t587,-0.0,-0.0,-0.0,0.0
t588,-0.0,-0.0,-0.0,0.0
t589,-0.0,-0.0,-0.0,0.0
t590,-0.0,-0.0,-0.0,0.0
t591,-0.0,-0.0,-0.0,0.0
t592,-0.0,-0.0,-0.0,0.0
t593,-0.0,-0.0,-0.0,0.0
